CustomerID,Churn,Age,Gender,Region,Education,CustomerSegment,ContractLength,ContractStartDate,PlanType,TenureMonths,MonthlyValue,PaymentMethod,PaymentDelinquencyStatus,IncomeTier,AutoPay
17520,0,47.0,Male,Central,Masters,Silver,Month-to-month,2025-03-04,STANDARD,20.0, 15.21 ,Electronic Check,Current,Low,Yes
15448,0,46.0,Female,West,High School,Bronze,Month-to-month,2025-06-20,STANDARD,10.0,54.74,Bank Transfer,Current,Medium,Yes
45463,0,36.0,Male,,Diploma,Gold,Month-to-month,2024-08-07,STANDARD,41.0,105.165,Crypto,60+,High,Yes
33090,0,69.0, MALE,North,High School,Silver ,One year,2024-12-29,Ultra,26.0,105.165,Electronic Check,Current,  Low,Yes
30212,1,34.0,Male,West,PhD,Diamond,One year,2024-07-15,Basic,42.0,17.72,Crypto,Current,High,No
8975,0,68.0,Female,Central,Masters,Silver,One year,2023-01-11,Ultra,95.0,44.91,Credit Card,Current,Medium,No
23257,0,42.0,Male,East,Diploma,Diamond,Month-to-month,2022-05-02,Basic,,14.16,Bank Transfer,Current,Low,No
21130,0,40.0,Male,South,HS,Gold,Two year,2023-11-23,Basic,65.0,138.68,PayPal,Current,Very High,No
30503,0,62.0,Female,East,PhD,Bronze,One year,2023-06-14,Standard,80.0,92.2,Mailed Check,Current,Low,Yes
42147,0,28.0,Female,East,High School,Silver,Two year,2024-01-11,Premium,61.0,25.58,Credit Card,Current,Low,Yes
25012,1,26.0,Male,North,Bachelors,Gold,Month-to-month,2024-11-25,Premium,30.0,196.35,cash,90+,Very High,No
31678,0,18.0,Female,Central,Diploma,Silver,Monthly,2023-03-01,STANDARD,91.0,164.8,,Current,Low,Yes
42026,0,77.0,Female,West,Masters,Silver,Two year,2022-10-27,Basic,103.0,16.98,PayPal,Current,High,Yes
2888,0,66.0,FEMALE,North,Diploma,Platinum,Monthly,2023-08-27,Ultra,74.0,$194.96,Credit Card,Current,Low,No
3577,0,77.0,MALE,Central,High School,Gold,One year,2025-06-08,STANDARD,11.0,$73.62,cash,60+,Low,No
21208,1,28.0,Male,Central,Diploma,Platinum,Two year,2025-01-31,Premium,23.0,120.67,Electronic Check,30+,Low,No
29802,0,54.0,Female,South,Diploma,Diamond,Two year,2023-04-07,Basic,87.0,79.55,Electronic Check,Current,High,No
35944,1,31.0,Male ,South,Diploma,Bronze,3-Year,2022-08-16,Basic,110.0,33.42,Bank Transfer,Current,Very High,No
28214,0,67.0,Female,North,Bachelors,Bronze,Month-to-month,2022-05-15,Basic,118.0,89.6,credit card,Current,High,No
4285,1,20.0,Female,East,High-School,Platinum,3-Year,2023-07-30,Ultra Plan,76.0,188.52,CC,Current,Medium,True
9364,1,58.0,Female,South,Masters,Silver,One year,2025-02-06,STANDARD,23.0,119.42,Mailed Check,Current,High,No
33313,0,45.0,Female,East,High School,Bronze,Month-to-month,2023-08-20,Standard,74.0,$189.23,,Current,Very High,Yes
34443,0,48.0,Female,East,PhD,Bronze,Month-to-month,2023-01-18,Standard,95.0,189.22,Bank Transfer,30+,Low,No
2065,0,,Male,West,Masters,Silver,Month-to-month,2025-07-13,Premium,8.0,76.93,Electronic Check,Current,Low,Yes
5556,0,28.0,Male,east,Bachelors,Bronze,One year,2023-06-04,Basic,81.0,$187.98,Bank Transfer,Current,High,No
6104,0,54.0,Female,South,Diploma,Silver,Two year,2024-11-05,Basic,32.0,54.2,cash,Current,High,No
32856,0,38.0,Male,East,Diploma,Silver,MTM,2018-11-12,Basic,241.1094056,113.8,cash,Current,High,No
22104,0,75.0,Female,South,Bachelors,Silver,Month-to-month,2022-10-07,Basic,104.0,15440.0,Mailed Check,Current,Medium,Yes
6453,0,75.0,Male,South,Masters,Silver,3-Year,2022-11-21,Basic,100.0,36.55,cash,Current,High,Yes
26529,0,73.0,Female,Central,Diploma,Bronze,One year,2025-01-21,Basic,25.0,108.59,CC,Current,Low,Yes
41010,0,72.0,Female,North,Diploma,Gold,Month-to-month,2023-08-16,Basic,75.0,73.29,Crypto,Current,High,Yes
32169,0,52.0,Male,Central, DIPLOMA ,Diamond,3-Year,2023-08-18,Ultra,75.0,32.6,cash,Current,Very High,Yes
7024,0,67.0,Male,South,Bachelors,Silver,One year,2024-05-28,BASIC,47.0,122.57,Electronic Check,Current,Very High,no
23351,1,20.0,Female,West,Diploma,Gold,3-Year,2025-08-12,STANDARD,5.0,133.38,Bank Transfer,Current,Medium,Yes
17965,0,67.0,F,West,Diploma,Platinum,Two year,2025-08-16,Basic,5.0,89.53,Mailed Check,Current,Medium,No
40051,0,49.0, Male,East,PhD,Bronze,One year,2024-03-22,Standard,53.0,106.24,Credit Card,Current,Medium,Yes
39990,1,21.0,Male,North,PhD,Silver,Month-to-month,2025-03-28,STANDARD,18.0,25.95,Electronic Check,Current,Low,No
44265,0,52.0,Female,Central,PhD,Gold,Month-to-month,2024-06-02,Ultra,47.0,30.43,Mailed Check,Current,Low,Yes
26406,0,43.0,Female,West,Diploma,Gold,Month-to-month,2024-03-28,Ultra,53.0,36.91,Bank Transfer,Current,Low,No
34829,0,21.0,Male ,East,PhD,Bronze,3-Year,2022-07-08,Standard,113.0,123.17,,Current,High,Yes
8256,0,49.0,Female,West,Masters,Gold,24 months,2024-05-15,STANDARD,49.0,97.77,Crypto,60+,Low,No
36794,1,79.0,Male ,North,Masters,Bronze,Month-to-month,2024-02-19,Standard,57.0,91.97,Credit Card,90+,High,No
39194,1,51.0,M,South,Diploma,Gold,Month-to-month,2023-06-06,Ultra,81.0,99.37,Credit Card,30+,Low,Yes
18679,0,20.0,Male,East,Diploma,Silver,Two year,2023-07-01,Basic,79.0, 191.48 ,cash,Current,Low,No
5200,0,41.0,Female,Central,Diploma,Bronze,Month-to-month,2022-09-11,Ultra,107.0,53.79,Credit Card,Current,Low,No
28534,0,,Male,North,Diploma,Silver,Month-to-month,2024-11-24,Ultra,30.0,101.24,cash,Current,Low,No
37976,1,60.0,Male,South,Bachelors  ,Platinum,One year,2025-08-28,Basic,4.0,135.81,Crypto,30+,Low,No
9794,0,59.0,Male,West,Diploma,Silver,One year,2024-10-07,Standard,35.0,14.35,Electronic Check,60+,Low,Yes
1858,0,46.0,Female,east,High-School,Silver,Month-to-month,2024-11-24,Basic,30.0,149.99,Electronic Check,Current,High,Yes
3725,0,55.0,Male,North,PhD,Bronze,Two year,2024-05-13,Ultra,49.0,11.62,Bank Transfer,Current,Low,YES
42302,1,28.0,Female,Central,DIPLOMA,Bronze,One year,2024-05-05,Standard,50.0,20.65,cash,Current,High,YES
4228,1,49.0,Female,East,Bachelors,Bronze,Month-to-month,2023-09-28,Standard,70.0,17.44,cash,Current,High,No
3328,0,51.0,Female,East,DIPLOMA,Silver,One year,2024-05-02,Ultra,,181.14,Bank Transfer,Current,Very High,No
4486,0,49.0,Male,West,diploma,Gold,One year,2022-05-26,Ultra,117.0,€50.26,Crypto,Current,High,Yes
18155,1,49.0,Male,South,Bachelors,Silver,Month-to-month,2024-03-13,Premium,54.0,108.52,Mailed Check,Current,Low,Yes
20541,1,45.0,Male,East,Bachelors,Silver,One year,2025-09-05,Ultra,3.0,97.86,cash,60+,Medium,No
40970,0,60.0,Female,West,Diploma,Gold,3-Year,2022-05-03,Ultra,119.0,117.59,Credit Card,Current,High,Yes
10494,1,21.0,Male,East,Diploma,Silver,One year,2025-04-02,STANDARD,18.0,184.03,PayPal,90+,High,No
34175,0,48.0,Female,East,Diploma,Silver,3-Year,2022-06-24,Ultra,114.0,105.165,Mailed Check,Current,Very High,No
2055,0,74.0,Female,East,Diploma,Bronze,M2M,2022-12-28,STANDARD,96.0,340.2601415,cash,Current,High,Yes
36568,0,39.0,Female,East,Diploma,Bronze,Two year,2022-07-18,Ultra,112.0,115.72,cash,Current,High,No
20686,0,41.0,Male,East,Bachelors,Bronze,12 months,2024-06-03,Basic,46.0,132.96,electronic check,Current,Low,Yes
43758,0,28.0,Male,Central,Diploma,Gold,Month-to-month,2023-01-14,STANDARD,95.0,67.52,Electronic Check,Current,Very High,Yes
 38373 ,0,25.0,Female,West,Diploma,Bronze,3-Year,2025-07-25,Basic,7.0,169.57,Bank Transfer,Current,Low,Yes
23219,0,49.0,FEMALE,West,Bachelors,Diamond,Month-to-month,2024-05-31,Basic,47.0,150.22,Electronic Check,Current,Very High,yes 
26599,0,62.0,Male,South,Masters,Silver,One year,2022-05-08,Basic,119.0,151.85,Electronic Check,Current,Low,Yes
30091,1,53.0,Male,,Masters,Gold,3-Year,2025-03-03,Premium,21.0,144.75,Bank Transfer,Current,High,No
16579,1,79.0,Female,North,Diploma,Gold,One year,2025-02-13,STANDARD,22.0,$105.17,cash,Current,Low,No
38442,0,70.0,Female,North,High School,Silver,3-Year,2022-05-13,STANDARD,118.0,€23.70,Credit Card,Current,Low,Yes
36007,1,49.0,FEMALE,Central,Masters,Gold,3-Year,2025-07-26,STANDARD,7.0,140.31,,Current,Low,Yes
42739,0,49.0,Male,East,Ph.D.,Gold,Two year,2025-06-26,Std,9.0,87.25,Credit Card,Current,High,No
23718,0,150.0,Male,South,Diploma,Silver,Month-to-month,2025-09-06,Basic,2.0,43.81,cash,Current,Low,Yes
40905,1,76.0,Female,North,Masters,Gold,One year,2024-08-05,Basic,40.0,157.54,,Current,Medium,Yes
26935,0,33.0,Male,West,Diploma,Silver,3-Year,2024-07-04,Ultra,43.0,107.72,cash,Current,High,No
34457,0,72.0,Male,East,DIPLOMA,Gold,Month-to-month,2025-02-04,Standard,23.0,171.55,Electronic Check,Current,Low,No
40802,1,57.0,Male,South ,Diploma,Bronze,Two year,2025-09-26,Basic,0.0,172.93,cash,Current,Low,No
41880,0,67.0,Male,West ,Masters,Bronze,2-year,2024-12-21,Basic,27.0,€79.02,Credit Card,Current,Very High,No
21981,1,29.0,Male,East,Diploma,Bronze,3-Year,2023-07-16,STANDARD,78.0,12.21,Crypto,30+,Low,No
45201,0,51.0,Female,West,Bachelors,Bronze,One year,2023-07-01,STANDARD,79.0,32.05,Crypto,Current,Low,Yes
13318,0,26.0,Female,East,Masters,Gold,One year,2023-12-22,Premium,62.0,105.165,Mailed Check,Current,Very High,No
34102,0,30.0,Female,North,Masters,Platinum,Month-to-month,2024-08-14,Standard,40.0,73.72,PayPal,Current,Medium,No
5457,0,76.0,Male,West,Masters,Silver,Month-to-month,2023-02-03,Standard,93.0,105.165,,Current,Medium,Yes
48241,1,53.0,Male,Central,PhD,Silver,One year,2025-02-23,Standard,21.0,102.18,Credit Card,90+,High,Yes
21976,1,27.0,Female,North,Bachelors,Silver,Month-to-month,2023-09-06,Ultra,73.0,94.08,Credit Card,Current,Medium,Yes
27988,1,36.0,Male,Central,Diploma,Bronze,12 months,2023-01-03,Premium,96.0,10.99,Crypto,Current,High,Yes
37323,0,30.0,Female,South,Masters,Silver,Month-to-month,2022-11-09,Basic,101.0,62.13,PayPal,Current,Low,No
46394,0,49.0,Female,East,PhD,Gold,3-Year,2023-02-25,STANDARD,91.0,23.74,Mailed Check,60+,Medium,Yes
43808,0,59.0,Female,North,Diploma,Gold,One year,2023-04-15,Basic,87.0,105.165,Crypto,Current,Low,Yes
38291,0,77.0,Female,East ,Ph.D.,Silver,Month-to-month,2024-07-07,Standard,44.0,48.85,PayPal,Current,High,No
26244,0,67.0,Female,Central,High School,Gold,M2M,2024-03-30,Ultra,53.0,154.19,Mailed Check,Current,High,Yes
47908,0,65.0,Male,  north,Diploma,Bronze,3-Year,2024-08-26,Premium,38.0,153.08,cash,Current,Medium,Y
4832,1,32.0,Female,North,Bachelors,Bronze,3-Year,2023-08-05,STANDARD,76.0,43.66,Credit Card,Current,Low,NO
5868,0,64.0,Male,North,High School,Silver,3-Year,2022-10-11,Ultra,104.0,111.95,Mailed Check,Current,High,No
38354,0,28.0,Male,South,PhD,Silver,Month-to-month,2024-11-06,STANDARD,32.0,93.74,Credit Card,Current,Low,No
21393,0,37.0,Female,East,High-School,Gold,3-Year,2023-10-26,Basic,68.0,154.62,Credit Card,Current,Medium,Yes
28626,1,49.0,F,Central,DIPLOMA,Diamond,Month-to-month,2025-06-05,Standard,11.0,198.91,Crypto,Current,High,No
33511,1,57.0,Male,South,Diploma,Bronze,Month-to-month,2023-11-21,Ultra,65.0,58.70,Credit_Card,Current,Low,No
24141,1,50.0,Male,North,Diploma,Bronze,Month-to-month,2022-11-19,Ultra,101.0,83.12,Crypto,Current,Low,Yes
3884,1,24.0,Male,South,Masters,Silver,Month-to-month,2024-09-23,STANDARD,36.0,87.89,Mailed Check,60+,Low,Yes
31700,0,29.0,Male,South,diploma,Gold,3-Year,2024-01-01,Basic Plan,62.0,105.165,Mailed Check,Current,Low,No
15617,1,18.0,Male,Central,DIPLOMA,Silver,1-year,2025-03-08,Ultra,20.0,39.49,Crypto,Current,Low,No
8931,1,66.0,Female,North ,High-School,Gold,Two year,2025-04-06,Premium,17.0,176.23,Mailed Check,Current,Very High,No
780,1,36.0,Male,North ,Masters,Bronze,Two year,2024-03-23,Basic,54.0,192.89,cash,30+,Medium,No
31855,0,41.0,Female,South,High School,Bronze,One year,2022-09-14,Standard,107.0,$177.17,PayPal,Current,Low,Yes
17913,1,64.0,Male,South,Diploma,Gold,Month-to-month,2025-06-22,STANDARD,10.0,105.165,Credit Card,Current,Low,No
3338,0,49.0,female,West ,Bachelors,Gold,two year,2023-01-30,Basic,93.0,38.45,PayPal,30+,Medium,No
38536,0,42.0,Female,East,Masters,Bronze,3-Year,2025-01-08,STANDARD,25.0,141.86,PayPal,Current,Low,Yes
4547,0,58.0,Male,East,Diploma,Bronze,One year,2022-12-21,Standard,98.0,105.165,Crypto,Current,Medium,No
17338,0,30.0,Male,Central,Diploma,Silver,One year,2023-06-17,Basic,80.0,130.62,cash,Current,Low,Yes
47421,0,49.0,Male,West,Bachelors,Bronze,Month-to-month,2024-03-09,STANDARD,55.0,106.53,Credit Card,Current,Low,No
46750,0,36.0,Male,West  ,Diploma,Bronze,Two year,2023-01-16,STANDARD,95.0,€153.00,PayPal,Current,Low,Yes
11730,0,37.0,Female,West,Masters,Gold,3-Year,2025-03-25,Premium,18.0,55.45,Electronic Check,Current,High,No
30304,0,48.0,Male,North,High School,Silver,Month-to-month,2022-11-07,Standard,101.0,171.44,PayPal,Current,High,Yes
42576,1,43.0,Female,East,Bachelors,Silver,One year,2022-05-13,Basic,118.0,69.44,Crypto,Current,Low,No
39515,0,61.0,Male,Central,Bachelors,Silver,One year,2023-08-21,Standard,74.0,150.11,,Current,Medium,Yes
37428,1,51.0,Male,West,Diploma,Gold,One year,2025-01-27,STANDARD,24.0,186.85,PayPal,Current,Medium,NO
11122,0,71.0,Female,East,Masters,Silver,One year,2024-10-09,Basic,,105.165,Crypto,Current,Medium,Yes
15975,0,52.0,Male,North,Diploma,Bronze,Two year,2023-05-23,Ultra,83.0,138.27,cash,Current,Low,No
6417,0,21.0,female,Central,Diploma,Silver,Month-to-month,2023-07-10,Basic,78.0,127.53,Credit Card,Current,Medium,No
18529,0,37.0,MALE,Central,Diploma,Silver,One year,2024-03-30,Standard,53.0,$38.76,Bank Transfer,Current,High,Yes
18462,0,29.0,Male,North,Diploma,Silver,Month-to-month,2024-03-26,Basic,53.0,160.4,Credit Card,Current,Very High,No
1320,0,79.0,M,North,Diploma,Platinum,Month-to-month,2024-10-27,premium,33.0,105.165,Mailed Check,Current,Low,No
4899,1,36.0,Male,East,Masters,Bronze,Month-to-month,2024-12-18,STANDARD,28.0,174.21,PayPal,60+,Low,No
24053,0,29.0,Female,East,PhD,Bronze,Month-to-month,2022-07-15,Premium,112.0,$130.03,cash,Current,High,No
34500,0,49.0,Female,South,PhD,Silver,Month-to-month,2024-06-04,STANDARD,47.0,60.5,cash,60+,Low,Yes
31608,0,61.0,Female,South,Diploma,Gold,One year,2024-04-18,Basic,51.0,166.03,Credit Card,Current,Medium,Yes
38805,0,31.0,Female,Central,High School,Platinum,3-Year,2024-09-05,Standard,38.0,18.72,Mailed Check,Current,High,Yes
12811,0,72.0,female,South,phd,Bronze,Month-to-month,2023-09-18,STANDARD,72.0,22.72,cash,Current,Low,Yes
24662,1,70.0,Female,South,Bachelors,Gold,Month-to-month,2025-07-17,STANDARD,800.0,$185.33,Crypto,Current,Medium,No
6312,0,46.0,Female,Central,Bachelors,Gold,Month-to-month,2023-04-13,Standard,87.0,153.06,Credit Card,Current,Medium,Yes
25125,0,33.0, Female,East,,Platinum,One year,2022-11-08,BASIC,101.0,39.34,Electronic Check,Current,High,No
28160,0,49.0,Male,South,Masters,Silver,3-Year,2025-07-24,STANDARD,7.0,24.69,Credit Card,Current,High,No
13974,0,36.0, Male,North,Bachelors,Silver,1 year,2022-06-03,Ultra,116.0,49.92,Credit Card,Current,Low,Yes
21719,0,44.0,Female,Central,High School,Silver,Month-to-month,2024-01-14,Basic,60.0,40.32,,Current,High,Yes
39291,1,48.0,Female,Central,Diploma,Gold,Month-to-month,2024-11-03,BASIC,32.0,84.74,Crypto,Current,High,No
32567,0,49.0,Female,Central,Diploma,Silver,3-Year,2022-11-22,STANDARD,100.0,105.165,cash,Current,Medium,No
10627,0,20.0,Male,North,Diploma,Gold,3-Year,2025-06-30,Basic,9.0,156.03,Crypto,Current,Low,No
25247,1,35.0,Female,Central,Masters,Gold,Month-to-month,2025-09-18,Premium,1.0,101.36,Bank Transfer,Current,Low,No
48315,0,56.0,Male ,west,Dip,Silver,One year,2025-08-14,Basic,5.0,166.5,Mailed Check,Current,Low,No
30037,0,62.0,Male,West,Masters,Silver,3-Year,2025-01-27,Premium,24.0,55.76,,Current,Low,Yes
34215,1,24.0,Male,East,Diploma,Gold,Two year,2023-06-04,STANDARD,81.0,199.5,cash,90+,High,No
32968,1,51.0,Female,,Diploma,Platinum,Month to month,2023-07-15,Basic,77.0,188.99,cash,Current,High,No
23787,0,38.0,Female,Central,Bachelors,Silver,Month-to-month,2025-05-25,Premium,12.0,51.82,Bank Transfer,Current,Low,Yes
36572,0,41.0,Female,South,Diploma,Platinum,Two year,2023-12-16,STANDARD,63.0,90.61,Crypto,Current,Low,No
38882,0,75.0,Male,West,Masters,Gold,3-Year,2025-02-11,Basic,22.0,152.97,Crypto,Current,Medium,Yes
32278,1,78.0,Female,South,Diploma,Bronze,Two year,2025-05-31,Premium,12.0,105.165,Bank Transfer,Current,Low,No
10789,0,50.0,Female,East,PhD,Silver,Two year,2023-02-05,STANDARD,93.0,65.85,Bank Transfer,Current,High,No
24334,0,59.0,Female,Central,Diploma,Diamond,3-Year,2023-01-19,Basic,95.0,105.165,PayPal,Current,High,No
22758,0,66.0,Female,East,Diploma,Platinum,Month-to-month,2023-10-22,STANDARD,68.0, 16.8 ,bank transfer,Current,Low,N
7570,0,65.0,Female,East,High School,Silver,Month-to-month,2025-06-24,Premium,10.0,51.69,Credit Card,Current,High,Yes
36395,0,60.0,Male,North,Diploma,Silver,One year,2025-03-20,Basic,19.0,81.12,Bank Transfer,Current,High,No
3020,0,41.0,Male,North  ,Bachelors,Silver,One year,2009-06-13,Basic,570.0,43.29,Electronic Check,Current,High,NO
11745,1,26.0,Male,Central,Diploma,Bronze,Two year,2022-09-26,Ultra,106.0,169.60,Electronic Check,Current,Medium,Yes
29887,0,,Female,Central,Bachelors,Bronze,Two year,2022-10-19,Premium,104.0,199.21,Mailed Check,Current,Low,Yes
26790,0,64.0,Female,South,Bachelors,Silver,Two year,2024-03-03,Ultra,56.0,159.22,PayPal,Current,High,0
16575,0,32.0,Male,South,High School,Diamond,3-Year,2024-01-19,STANDARD,59.0,193.66,cash,Current,Medium,1
49073,0,,Female,West,Masters,Bronze,3-Year,2023-07-22,Prem,77.0,166.09,Crypto,30+,Low,No
4171,1,45.0,Male,North,Diploma,Silver,MTM,2023-01-16,STANDARD,95.0,105.165,,Current,Low,1
45554,0,54.0,Female,South,Diploma,Platinum,Month-to-month,2025-04-14,Basic,16.0,28.13,Mailed Check,60+,Very High,Yes
5925,0,49.0,Male,East,PhD,Silver,Month-to-month,2022-10-08,Premium,104.0,46.84,Mailed Check,Current,High,Yes
15256,1,49.0,Female ,East,Bachelors,Bronze,Month-to-month,2024-07-13,Basic,43.0,107.23,cash,Current,Medium,No
39026,0,54.0,Female,South,Diploma,Silver,One year,2022-11-21,BASIC,100.0,18.3,Crypto,Current,High,No
30699,0,78.0,Male,North,Bachelors,Platinum,Month-to-month,2023-02-22,Basic,91.0,174.7,paypal,Current,Low,No
13084,0,52.0,Male,Central,Diploma,Gold,Month to month,2024-02-03,Standard,58.0,106.97,Credit Card,Current,Very High,Yes
45956,1,66.0,Male,East,High School,Bronze,3-Year,2024-04-23,BASIC,51.0,124.75,,Current,High,Yes
19739,1,49.0,Male,West,Diploma,Bronze,Two year,2024-10-28,Standard,32.0,94.4,,Current,Very High,Yes
23498,0,79.0,Male ,South,PhD,Gold,Month-to-month,2022-05-09,Ultra,119.0,177.54,Electronic Check,30+,Low,Yes
16829,0,28.0,Male,Central,Bachelors,Silver,one year,2023-10-16,Basic,69.0,66.32,Mailed Check,30+,Medium,No
37544,0,26.0,Female,Central,Diploma,Silver,Two year,2025-04-09,Standard,17.0,30.37,Mailed Check,Current,High,No
48779,0,45.0,Female,East,Bachelors,Diamond,Month-to-month,2023-12-11,Basic,64.0,11.45,Crypto,60+,Medium,Yes
14385,1,49.0,Female,South,Diploma,Bronze,One year,2025-01-20,Premium,25.0, 55.27 ,cash,120+,High,No
2415,0,61.0,Female,Central,Masters,Gold,Month-to-month,2023-01-11,Basic,95.0,105.165,,Current,Very High,Yes
 25645 ,0,47.0,Female,Central,Bachelors,Bronze,Two year,2025-06-17,Basic,11.0,148.76,Credit Card,Current,Low,Yes
11771,0,47.0,Male,North,Diploma,Silver,Month-to-month,2024-07-22,Basic,42.0,123.23,Bank Transfer,30+,Low,Yes
46918,1,45.0,Male,West,High School,Gold,1-year,2023-02-04,Basic,93.0,169.75,Mailed Check,90+,High,Yes
28694,0,49.0,Male,Central,Bachelors,Bronze,Two year,2022-05-26,Basic,118.0,85.99,Crypto,60+,Medium,Yes
18622,0,150.0,Male,West,Diploma,Bronze,One year,2025-04-01,Premium,17.0,105.165,,Current,Low,yes
10866,0,20.0,Male,South,Masters,Bronze,Month-to-month,2025-02-19,Premium,22.0,188.67,,Current,Medium,Yes
519,0,43.0,Male,South,Masters,Diamond,Two year,2022-07-14,premium,113.0,18.45,Bank Transfer,Current,High,No
1301,1,49.0,Female,South,Diploma,Bronze,Month-to-month,2025-06-02,Basic,12.0,35.76,Bank Transfer,30+,Medium,Yes
38676,0,74.0,Female,East ,Diploma,Platinum,Month-to-month,2022-06-13,Standard,116.0,114.14,Crypto,Current,High,No
24707,1,23.0,Male,North,Diploma,Gold,1 year,2023-02-12,Basic,93.0,$127.19,Crypto,30+,Low,Yes
23251,0,23.0, Female,Central,PhD,Platinum,3-Year,2025-03-15,Basic,19.0,105.165,Crypto,Current,Medium,Yes
7643,0,65.0,Male,,Dip,Gold,Month-to-month,2024-12-18,Basic,27.0,100.22,PayPal,Current,High,Yes
39591,1,31.0,Female,Central,,Gold,Two year,2024-12-18,Basic,28.0,105.165,Electronic Check,Current,High,Yes
18545,0,18.0,Male,South,Diploma,Gold,Month-to-month,2022-09-09,Basic,107.0,106.89,PayPal,Current,Medium,Yes
7685,0,21.0,Female,East,diploma,Bronze,Month-to-month,2022-09-29,Basic,,153.18,Crypto,Current,High,No
23408,0,67.0,Female,North,Bachelors,Bronze,3-Year,2022-12-20,Basic,97.0,91.14,,Current,Low,True
38431,0,67.0,Male,North,Diploma,Bronze,Month-to-month,2025-01-26,Ultra,24.0,58.29,Bank Transfer,60+,Medium,Yes
30550,0,34.0,Female,South,High-School,Silver,3-Year,2023-01-07,Standard,96.0,166.85,Credit Card,Current,Low,Yes
19006,0,42.0,male,East,Masters,Gold,One year,2023-06-12,Premium,81.0,96.49,Credit Card,Current,Medium,Yes
37676,0,30.0,Male,Central,Bachelors,Bronze,Two year,2024-02-02,Standard,58.0,105.165,PayPal,Current,Low,Yes
7069,0,49.0,Female,West,PhD,Bronze,Month-to-month,2023-10-09,Ultra,69.0,199.18,,Current,Low,Yes
2821,0,42.0,Male,west,Diploma,Bronze,Two year,2023-11-28,STANDARD,65.0,44.0,Bank Transfer,Current,Low,No
44307,1,64.0,Male,South,Bachelors,Bronze,Month-to-month,2023-01-27,Ultra,94.0,80.08,Mailed Check,Current,Low,Yes
43961,0,,Male,North,Masters,Bronze,3-Year,2025-04-13,Premium,16.0,155.53,Bank Transfer,Current,Low,No
4147,0,78.0,Female,West,Diploma,Gold,3-Year,2023-06-26,Standard,79.0,172.99,cash,Current,Low,No
40631,0,29.0,Male,Central,Diploma,Gold,Month-to-month,2025-01-18,Premium,24.0,97.43,Electronic Check,Current,Medium,No
16287,1,62.0,MALE,South,Masters,Platinum,3 year,2025-05-06,STANDARD,14.0,178.01,Mailed Check,60+,High,No
 28786 ,1,68.0,Male,South ,Diploma,Bronze,Month-to-month,2022-06-11,Ultra,116.0,125.05,Mailed Check,Current,Very High,No
48548,1,57.0,Female,North,Diploma,Silver,3-Year,2024-08-20,Premium,39.0,109.99,cash,Current,Low,No
2423,0,32.0,Male,Central,Bachelors,Silver,Month-to-month,2024-05-28,STANDARD,47.0,$100.96,Mailed Check,Current,High,No
13170,0,18.0,Female,SOUTH,Diploma,Gold,Month-to-month,2025-05-05,Standard,15.0,142.23,,Current,Very High,Yes
4317,0,31.0,Male,West,Diploma,Bronze,Two year,2025-07-10,Basic,8.0,27.37,cash,Current,Medium,no
11870,0,53.0,Female,West,High School,Bronze,One year,2023-11-11,Basic,66.0,180.28,paypal,30+,High,No
46235,0,42.0,Male,Central,High School,Gold,2-year,2022-06-04,Basic,117.0,79.78,Mailed Check,Current,Very High,Yes
47326,0,33.0,Female,Central,Diploma,Gold,3-Year,2024-04-14,Ultra,51.0,69.1,Electronic_Check,Current,Medium,Yes
7483,0,,Male,East,Masters,Bronze,Two year,2025-08-21,Basic,4.0,120.92,Electronic Check,Current,Medium,Yes
40121,1,60.0,Female,Central,PhD,Silver,Month-to-month,2025-09-16,Basic,1.0,105.165,Bank Transfer,Current,High,No
14684,0,33.0,Male,West,Ph.D.,Gold,Two year,2024-12-31,Basic,27.0, 192.94 ,Mailed Check,30+,Medium,Yes
6271,0,56.0,Female,East,High-School,Silver,Two year,2023-04-01,Standard,88.0,177.87,PayPal,Current,Very High,Yes
40263,0,73.0,Female,West,Bachelors,Silver,One year,2022-07-20,Premium,112.0,41.17,,Current,Very High,Yes
27129,1,22.0,male,North,PhD,Gold,3-Year,2023-11-27,Premium,65.0,63.49,PayPal,120+,Medium,Yes
038928,0,43.0,Female,North,PhD,Platinum,36 months,2024-04-25,Standard,50.0,105.17,PayPal,Current,High,Yes
24296,0,62.0,Female,West,Masters,Bronze,M2M,2024-11-30,Basic,29.0,88.65,Crypto,Current,High,No
49043,0,68.0,Male ,West,Dip,Silver  ,One year,2024-09-27,Ultra,36.0,185.75,Credit Card,Current, Low ,Yes
6105,0,26.0,Female,North,,Silver,3-Year,2024-11-02,Premium,32.0, 11.81 ,Electronic Check,Current,High,Yes
43779,0,51.0,Female,North,PhD,Silver,3-Year,2024-07-31,Ultra,41.0,39.37,Crypto,Current,High,No
2579,1,36.0,Male,East,Diploma,Gold,Two year,2022-06-11,Basic,116.0,12.37,Electronic Check,Current,Medium,Yes
8297,0,43.0,Female,East,Diploma,Gold,Month-to-month,2024-03-01,Basic,55.0, 105.165 ,Crypto,Current,Low,Yes
33755,0,181.5447247,Female,South,Diploma,Silver,Month-to-month,2022-12-10,Premium,-98.0,128.03,PayPal,Current,Very High,No
21993,0,71.0,Female,West, Diploma,Bronze,Two year,2024-12-11,Standard,28.0,188.7,Bank Transfer,Current,Medium,No
