CustomerID,LoginsLastMonth,LastLoginDate,RFMScore,UsageChangePct,CompetitorIndex,TicketsOpened,TicketsResolutionTime,ComplaintCategory,FamilyPlan,AddOnBundle,SupportChannelPreferred,MonthlyValue
24318,73.0,2025-09-30,10.0,0.227763673,0.921770346,12,40.30509878,Technical,Yes,Movies,Email,1017.63
12069,84.0,2025-09-28,12.0,0.670140855,0.415711343,10,50.61288199,Technical,No,Movies,Email,1064.44
10584,57.0,2025-09-29,8.0,0.363231887,0.43331106,9,11.18453893,Technical,Yes,Movies,Email,€ 219.71
14668,43.0,2025-10-01,3.0,0.897258955,0.288132789,15,14.86863852,Technical,Yes,Gamer,Chat,474.64
32772,18.0,2025-08-24,11.0,0.604086717,0.205735208,13,39.98452277,Billing,Yes,WorkFromHome,App,1092.91
23224,77.0,2025-09-29,1.0,0.804657345,0.372400239,8,17.20946507,Technical,Yes,Sports,App,296.82
24923,86.0,2025-10-02,1.0,-0.649886722,0.07950083,3,21.19052776,Service,No,Movies,Phone,142.44
2368,47.0,2025-08-14,12.0,0.201108219,0.266637435,16,57.74096787,Technical,No,Movies,Phone,1934.7
12569,61.0,2025-09-29,2.0,-0.269722753,0.140952543,12,28.68135963, Retention,Yes,International,Phone,727.03
1863,28.0,2025-04-30,2.0,-0.316874457,0.339567083,10,2.857221312,Technical,Yes,Movies,Email,69.53
7826,37.0,2025-07-17,6.0,0.747771585,0.024925479,9,32.12237929,Technical,No,Movies,Email,612.29
16389,43.0,2025-09-30,7.0,0.742174272,0.063457624,7,38.04793668,Technical,No,Movies,Phone,564.87
15079,90.0,2025-09-30,6.0,0.787143681,0.068115057,8,63.48661747,Technical,No,Movies,Phone,1068.11
36322,32.0,2025-06-09,5.0,-0.032659395,0.837429904,5,68.42826135,Technical,No,Movies,Social,722.79
19592,70.0,2025-10-01,6.0,-0.98436689,0.817486809,16,24.07779139,Technical,No,Movies,Phone,812.59
47742,5.0,2025-02-07,9.0,-0.701344047,0.663756241,5,31.85524888,Technical,No,International,Chat,341.83
22030,81.0,2025-02-04,13.0,-0.86068165,0.19462607,15,6.700213243,Technical,no,Sports,Phone,219.38
14453,18.0,2025-09-01,2.0,-0.599055564,0.061066502,16,22.53388213,Retention,No,Movies,Email,761.13
44551,7.0,2025-09-05,5.0,0.717154842,0.518821668,5,65.54390262,Technical,Yes,Movies,Email,692.75 EUR
49899,73.0,2025-07-16,9.0,0.619264153,0.949543217,7,29.77858436,Technical,Yes,Music,Social,444.27
9273,28.0,2025-09-14,6.0,-0.792864528,0.188356474,1,42.00706148,Service,Yes,Movies,Chat,97.51
17050,51.0,2025-10-01,12.0,-0.629409671,0.348438673,3,24.93795797,Technical,Yes,Gamer,Phone,165.86
21465,67.0,2025-05-16,9.0,0.103068846,0.21475115,18,22.34223436,Technical,No,Movies,Email,847.83
3348,27.0,2025-09-18,3.0,0.698265149,0.241800718,13,8.603246901,Technical,Yes,Sports,Social,243.0
4792,67.0,2025-09-25,13.0,-0.953234518,0.116325083,5,39.96034076,Technical,No,Kids,Email, 426.25 
2897,14.0,2025-07-19,10.0,-0.235839154,0.01645088,8,23.27662644,Technical,Yes,Movies,Chat,397.94
28266,93.0,2025-09-30,1.0,-0.080651355,0.306879464,18,51.10258838,Technical,No,Movies,Phone,1926.35
5691,44.0,2025-10-01,8.0,0.769434919,0.211207011,3,32.58878198,Retention,Yes,Movies,Email,213.68
31594,44.0,2025-06-19,12.0,0.77240118,0.478404862,1,6.107296605,Technical,No,International,Phone,22.72
31806,27.0,2025-06-03,10.0,-0.14629487,0.692674366,0,65.84187198,Service,No,Movies,Phone,10.0
15852,75.0,2025-10-01,12.0,0.027791574,0.546517627,9,15.33702241,Technical,No,WorkFromHome,App,297.57
34952,30.0,2025-03-31,3.0,-0.770744359,0.939993133,8,13.20625485,Technical,Yes,Movies,Email,230.1
31397,73.0,2025-10-01,11.0,0.87320064,0.724128316,9,65.631905,Technical,No,International,Email,1240.6
17752,55.0,2025-10-02,4.0,-0.009484515,0.872227711,6,7.434673377,Billing,Yes,Music,Email,102.93
39881,41.0,2025-09-28,4.0,0.63014425,0.116816477,3,68.81678404,Technical,No,Movies,Chat,440.1
28765,44.0,2025-09-07,10.0,0.116542211,0.29254054,16,54.41236748, Technical,Yes,Movies,Email,1823.75
48764,42.0,2025-09-30,14.0,-0.582877581,0.595886522,14,49.54652465,Technical,0,Movies,Phone,1455.11
11513,35.0,2025-06-05,9.0,-0.731243678,0.476626683,6,31.9910971,Technical,No,Security,Email,409.89
40944,23.0,2025-08-28,3.0,-0.378949123,0.51388755,6,41.05975723,Technical,No,Movies,Email, 523.25 
18862,35.0,2025-09-15,13.0,-0.841247564,0.118081158,13,35.37170389,Billing,No,Movies,Phone,967.98
18291,23.0,2025-09-16,1.0,0.170825667,0.003575847,3,19.9130811,Technical,No,Movies,Community,134.46
12974,2.0,2025-07-31,4.0,0.150040177,0.517029412,12,31.42535791,Outage,yes,Movies,Phone,795.63
289,93.0,2025-10-01,14.0,0.212032721,0.735226982,0,20.98204837,Technical,No,Sports,Chat,10.0
215,93.0,2025-09-29,12.0,0.629408651,0.151142799,19,44.29640533,Technical,No,WorkFromHome,Chat,1763.4
48468,26.0,2025-08-25,8.0,-0.946124772,0.055148192,1,8.085480481,Billing,No,Movies,Email,26.84
49301,37.0,2025-09-15,3.0,-0.353925054,0.394792966,7,44.22639553,,Yes,Movies,Chat,654.97
46621,83.0,2025-10-01,9.0,0.415258624,0.84385731,9,38.82809987,Technical,No,Security,Chat,738.03
11997,78.0,2025-07-23,11.0,0.797837803,0.403077305,7,4.402270999,Technical,No,Movies,Phone,€ 74.2
38014,14.0,2025-09-10,4.0,0.676043803,0.405305718,1,19.54331265,Technical,Yes,Sports,Email,50.72
44484,96.0,2025-09-22,14.0,-0.894011566,0.840303319,6,22.10084549,Technical,Yes,WorkFromHome,Email,286.26
36765,36.0,2025-02-21,13.0,-0.807172476,0.959875377,17,38.86542411,Technical,Yes,Movies,Email,"1,386.48"
23516,78.0,2025-06-27,9.0,0.752641386,0.200494826,3,22.46600799,Technical,No,Movies,Phone,150.41
17868,98.0,2025-09-29,13.0,0.678689561,0.505518449,16,69.79186432,Technical,No,Movies,Community,2336.4
12797,33.0,2025-09-14,11.0,0.479453297,0.689576709,4,57.22442589,Technical,No,Sports,Chat,486.87
43184,41.0,2025-09-29,3.0,0.815958204,0.124460369,14,32.10399665,Outage,No,Movies,Email,946.37
23978,29.0,2025-05-18,10.0,-0.579277079,0.892358785,8,58.95347277,,Yes,Sports,Phone,€ 992.56
31073,77.0,2025-10-02,14.0,0.595524605,0.565542721,8,15.33712677,Technical,Yes,Movies,Chat,265.62
8447,74.0,2025-09-29,3.0,0.797258812,0.167282709,3,48.82267804,Technical,No,Music,Phone,315.14
40427,48.0,2025-09-29,10.0,-0.718199067,0.277808112,15,57.70004304,,No,Movies,Phone,1813.13
39962,32.0,2025-09-12,6.0,0.486071765,0.131378417,11,3.35481546,Billing,No,Kids,Phone,86.88
18442,99.0,2025-09-28,11.0,0.007615466,0.412672986,0,29.60874398,Other,No,Security,Chat,10.0
13860,39.0,2025-01-11,4.0,-0.59829879,0.006545061,15,63.06060322,Technical,Y,Kids,Chat,1980.64
48883,16.0,2025-08-27,6.0,-0.176678934,0.272766347,14,47.79528149,Technical,No,Movies,Email,1404.03
19473,86.0,2025-09-28,14.0,0.920193111,0.084653765,3,19.66380004,Technical,Yes,Movies,Community,132.9
40035,69.0,2025-10-01,11.0,0.654816833,0.367395063,7,29.40648885,Technical,No,Movies,Email,438.84
20375,56.0,2025-01-07,14.0,-0.259655343,0.488403702,2,15.60925936,Service,Yes,WorkFromHome,Phone,75.04
6288,7.0,2025-08-29,5.0,0.168183826,0.503203974,18,11.46600836,Technical,Yes,Movies,Email,439.98
49260,47.0,2025-09-30,14.0,0.60927208,0.978320807,0,24.28738822, Technical ,Yes,Movies,Email,10.00
48367,90.0,2025-06-12,4.0,0.519584398,0.602580322,4,3.712631542,Technical,No,Movies,Phone,40.94
24521,2.0,2025-08-03,3.0,0.233841037,0.705496276,9,43.75572262,Service,No,WorkFromHome,Community,8.3042
49485,95.0,2025-09-30,5.0,0.881293053,0.956481788,18,17.83916895,Service,YES,Movies,Email,678.97
31159,35.0,2025-09-12,12.0,0.767472721,0.923821696,1,40.82519787,Technical,Yes,Movies,Email,95.05
22298,72.0,2025-09-28,13.0,-0.641596344,0.139986932,11,7.876524764,Technical,Yes,Music,Phone, 190.50 
30170,19.0,2025-08-15,6.0,0.031156787,0.639122156,18,43.35631993,Technical,Yes,Music,Chat,1635.86 EUR
1865,30.0,2025-05-13,1.0,-0.737780212,0.171961889,17,22.11782028,Technical,Yes,Security,Chat,793.34
39103,3.0,2025-07-17,7.0,0.228803346,0.261991273,16,69.99431517,Technical,No,Movies,Phone,2343.14
1151,28.0,2025-09-17,11.0,0.664683831,0.009184549,12,4.472679843,Technical,Yes,Sports,Phone,121.82
658,30.0,2025-09-08,12.0,-0.302207315,0.489542691,13,30.86339302,Technical,No,Kids,Social,845.88
8527,84.0,2025-10-02,8.0,0.997957195,0.704331688,7,8.637812785,Technical,Yes,Movies,Social,135.97 EUR
14150,53.0,2025-03-02,14.0,-0.488361816,0.763133244,13,65.7298667,Technical,No,Movies,Phone,1790.18
6397,10.0,2025-09-11,9.0,0.344454581,0.77683268,9,46.9732049,Billing,No,Kids,Community,890.75
14817,81.0,2025-09-06,4.0,-0.238217223,0.799736123,17,70.11948591,Technical,False,Movies,Chat,2493.4 EUR
25424,47.0,2025-09-29,12.0,0.741489636,0.491620662,0,66.18393611,Technical,Yes,Movies,Phone,10.0
39656,45.0,2025-10-01,9.0,0.018838295,0.431032672,0,67.77499078,Technical,No,Security,Email,10.0
36480,8.0,2025-08-10,2.0,-0.748033777,0.895919274,18,18.70335742,Technical,No,Movies,Phone,711.38
4969,16.0,2025-08-29,14.0,0.620525512,0.113622801,3,35.2285532,Billing,Yes,Movies,Social,230.18
25058,33.0,2025-09-27,5.0,0.30350781,0.77332016,12,9.265845729,Technical,Yes,Movies,Email,€ 241.65
6630,4.0,2025-08-08,10.0,0.984922198,0.419436313,18,23.96525123,Technical,Yes,Movies,Email,-908.7
24459,16.0,2025-08-12,1.0,-0.927430109,0.363260096,19,29.04174615,Technical,No,Movies,Email,1159.57
5212,39.0,2025-09-02,8.0,-0.207870314,0.409451673,8,58.37640574,Technical,No,Kids,Chat,982.94
25066,13.0,2025-08-29,14.0,0.754411177,0.137460213,16,25.94295064,Technical,False,International,Chat,874.77
1436,39.0,2025-09-16,13.0,0.309538989,0.53230113,15,51.76011541,Billing,Yes,Sports,Phone,1627.5
13988,64.0,2025-09-30,4.0,-0.453631454,0.493446084,11,6.336589757,Technical,Yes,Sports,Phone,155.21
6432,75.0,2025-10-02,9.0,-0.825454942,0.780652252,5,45.59994372,Service,yes ,Movies,Community,485.0
974,87.0,2025-10-02,14.0,-0.768199202,0.172860515,12,53.27640445,Technical,Yes,Movies,Chat,1341.91
11389,57.0,2025-09-30,10.0,0.163530799,0.445598549,5,29.39846609,Technical,No,Movies,Chat,316.23
21401,70.0,2025-09-23,6.0,-0.246728189,0.125449546,1,29.44173273,Technical,Yes,Sports,Email,71.34
15932,87.0,2025-09-30,14.0,-0.621263352,0.141384534,5,19.16742728,Technical,No,Kids,Phone,209.66
35522,90.0,2025-10-01,2.0,-0.098654871,0.850202936,11,25.08144917,Technical,No,Movies,Phone,584.78
24874,5.0,2025-08-17,13.0,0.311549685,0.529298497,5,45.59697984,Technical,No,Movies,Social,484.97
41973,36.0,2025-09-18,11.0,0.509004459,0.635832881,5,21.25830301,Technical,Yes,Movies,Social,231.44
19729,45.0,2025-02-18,3.0,-0.483254292,0.385907901,9,14.27950283,Technical,Yes,Movies,Email,277.74
5869,62.0,2025-09-26,7.0,-0.773405045,0.581274508,10,64.6480528,,No,International,Phone,1356.83
43677,13.0,2025-08-08,13.0,-0.080869429,0.713193601,10,44.21180487,Technical,No,Kids,Community,931.08
4487,46.0,2025-09-29,13.0,0.142505055,0.496272539,18,18.55414335,Service,Yes,Security,Phone,705.78
38475,59.0,2025-09-29,2.0,-0.20837636,0.332135966,10,7.237336578,Other,No,Music,Chat,€ 160.78
27727,0.0,2025-07-17,2.0,0.126606286,0.454933829,13,5.919401062,Technical,Yes,Music,Phone,170.32
16614,38.0,2025-09-17,1.0,0.570638574,0.142691586,5,61.13379334,Technical,No,International,Chat,646.81
45761,21.0,2025-09-01,7.0,-0.239918293,0.193066479,10,48.85644743,Other,No,Movies,Chat,1027.84 EUR
39333,8.0,2025-06-28,2.0,0.792200268,0.882525266,18,29.70482727,Technical,Yes,Movies,Phone,1123.93
23484,66.0,2025-05-31,2.0,-0.840400147,0.137050885,10,25.11640746,Retention,Yes,Movies,Email,533.26
28536,50.0,2025-09-29,9.0,0.744993215,0.840163053,11,51.75024873,Service,Yes,Kids,Email,1195.94
2144,77.0,2025-09-28,3.0,0.473498161,0.401308406,11,14.76650174,Billing,Yes,Movies,Email,348.4
4181,50.0,2025-09-26,9.0,-0.84519041,0.385850147,11,53.36879521,Technical,Yes,Security,Chat,1233.03
3362,65.0,2025-06-12,1.0,0.361559464,0.384393319,15,33.81512071,Technical,No,Movies,Chat,1066.72
33066,15.0,2025-08-26,12.0,0.063491729,0.426347262,3,30.63693389,Technical,No,Music,Phone,201.48
814,12.0,2025-08-28,11.0,0.714346636,0.58979905,18,56.12979952,,Yes,Movies,Phone,2114.87
27084,43.0,2025-04-05,14.0,-0.945423248,0.861019021,8,12.05522453,Technical,No,Movies,Email,210.92
14600,71.0,2025-09-28,5.0,-0.34309187,0.186171892,2,46.8333921,Retention,No,Movies,Email,205.14
35079,8.0,2025-06-12,3.0,0.765047818,0.838744428,2,38.6266584,Technical,Yes,Security,Community,170.94
41427,7.0,2025-08-27,9.0,0.554519034,0.37135422,0,15.81262028,Technical,No, Movies , Email,10.0
10053,60.0,2025-08-15,3.0,-0.776014376,0.987877468,19,59.80305501,Technical,Yes,Movies,Email,€ 2377.2
38677,59.0,2025-09-30,11.0,0.908512972,0.569102068,3,64.69799329,Technical,No,Kids,Phone,414.36
1850,40.0,2025-05-03,4.0,-0.581603374,0.650223111,9,53.09943441,Other,Yes,Movies,Chat,1005.61
16071,30.0,2025-09-12,13.0,0.923684214,0.273449668,7,59.06657163,Technical,No,Sports,Phone,871.39
19727,74.0,2025-09-27,9.0,0.128875675,0.953596549,13,61.90838881,Technical,No,Movies,Social,1686.69
16189,59.0,2025-10-02,10.0,0.03949796,0.908061863,11,42.25373273,Technical,No,Movies,Phone,978.31
19599,40.0,2025-09-26,7.0,0.717828846,0.964871625,18,13.90441976,Technical,No,Movies,Phone,531.42
28983,47.0,2025-05-12,5.0,-0.095524323,0.19768471,4,8.726573176,Technical,no ,Movies,Phone,82.72
24222,53.0,2025-09-29,13.0,-0.354582586,0.141849614,13,16.20090233,Technical,Yes,Movies,Chat,448.77
11647,47.0,2025-05-16,8.0,-0.696570316,0.716984658,19,31.03119505,Technical,Yes,Sports,Email,1238.32
4396,82.0,2025-09-27,1.0,-0.230709387,0.689993024,12,59.03805709,Service,False,Movies,Chat,1485.95
17157,35.0,2025-09-09,8.0,-0.62965039,0.375018012,8,52.29202021,Technical,No,Movies,Chat,881.53
45364,87.0,2025-06-29,5.0,-0.369390272,0.901224643,10,52.41645688,Service,Yes,Movies,Phone,1102.01
26620,21.0,2025-08-25,11.0,-0.589175746,0.833438473,4,42.82383615,Outage,Yes,Movies,Phone,366.87
5038,70.0,2025-09-28,3.0,0.574759875,0.692992965,1,40.30820783,Technical,Yes,Movies,Email,93.98
29912,96.0,2025-09-25,6.0,-0.272490284,0.617631777,11,18.31382605,Technical,No,Sports,Phone,429.69
24747,11.0,2025-08-09,11.0,-0.012564901,0.898911885,0,27.89202215,Service,False,Movies,Phone,10.0
24327,21.0,2025-04-21,12.0,-0.25107383,0.974131731,14,52.16617876,,Yes,Movies,Chat,1531.51
41609,71.0,2025-04-15,10.0,-0.449635284,0.942710725,13,15.730744,Service,Yes,Security,Phone,436.04
16387,64.0,2025-06-16,9.0,-0.173716268,0.307231517,13,43.06886773,,Yes,International,App,1176.45 EUR
30536,23.0,2025-06-13,7.0,0.862220908,0.412288134,2,14.41278112,Technical,Yes,Movies,Phone,70.05
41037,5.0,2025-04-10,9.0,-0.943915848,0.961139132,7,56.01442716,Billing,No,Movies,Phone,826.88
19038,9.0,2025-08-09,13.0,-0.826870045,0.76008805,7,65.95803402,Technical,No,Music,Phone,971.89
47961,49.0,2025-09-23,10.0,-0.380082947,0.002833553,18,62.74083299,Outage,Yes,Movies,Chat,2362.78
26637,66.0,2025-02-23,6.0,-0.883799334,0.375403238,7,14.12934894,Billing,No,International,Email,216.05
35393,33.0,2025-03-29,4.0,-0.486132745,0.330261247,3,22.9384896,Technical,Yes,Music,Chat, 153.37 
27750,30.0,2025-09-07,3.0,-0.477158983,0.543798523,3,30.53636783,Technical,Yes,Security,Chat,200.85
14971,85.0,2025-10-02,13.0,-0.892673336,0.344000957,19,33.06678076,Technical,Yes,Music,Phone,1318.89
44572,47.0,2025-10-02,12.0,-0.705687267,0.194415191,6,67.78639634,,No,Movies,Email,857.33
26614,73.0,2025-09-29,5.0,0.937300608,0.67426004,1,10.96363484,Technical,Yes,Security,Chat,32.84
35265,79.0,2025-09-29,3.0,0.169597487,0.231815396,12,31.62844415,Technical,No,Movies,Email,800.71
13933,57.0,2025-09-29,5.0,0.118084843,0.720837131,12,47.63863076,Billing ,Yes,Kids,Social,1200.97
28676,95.0,2025-06-26,7.0,0.367440265,0.976669762,10,14.07867234,Technical,Yes,Movies,Community,303.31
32175,28.0,2025-09-12,9.0,-0.250138039,0.350584032,15,5.289452683,Service,No,Sports,Email,175.3
43739,5.0,2025-07-06,12.0,0.192029693,0.224978285,13,44.45962789,Technical,Yes,Security,Phone,1214.11
49262,49.0,2025-03-18,4.0,-0.608647633,0.518669682,8,53.38370079,Technical,No,Movies,Chat,899.73
10035,42.0,2025-09-28,8.0,-0.464929902,0.280716944,13,15.21011045,Service,Yes,Movies,Phone,421.94
47313,14.0,2025-07-13,13.0,-0.546349638,0.599824824,11,27.42117633,Technical,No,Movies,Email,638.4
15621,79.0,2025-09-30,1.0,0.413566315,0.43824405,4,62.67558811,Outage,YES, Sports ,Chat ,532.3
48990,93.0,2025-02-28,2.0,-0.466824366,0.768906504,17,41.27555757,Service,No,Movies,App,"1,471.84"
3560,20.0,2025-06-05,5.0,0.213293497,0.132422631,19,63.32137417,Technical,Yes,WorkFromHome,Email,2516.47
22763,37.0,2025-09-06,2.0,0.151006716,0.276832803,17,17.19228942,Technical,No,WorkFromHome,Email,618.89
15708,88.0,2025-09-28,3.0,0.329173216,0.17726229,12,70.42363759,Technical,No,Movies,Phone,1770.59
21433,78.0,2025-10-01,3.0,0.638190455,0.673627923,14,65.13889649,Technical,Yes,Movies,Social,1909.88
649,32.0,2025-09-21,2.0,-0.917243466,0.083471676,19,67.54413439,Technical,Yes,Music,Chat,2683.62
37001,80.0,2025-10-01,9.0,0.633999141,0.109314331,15,52.69252039,Technical,No,Gamer,Phone,1656.64
11272,84.0,2025-09-30,2.0,-0.793395994,0.305436851,19,22.53433843,Technical,No,Movies,Community,901.98
44755,46.0,2025-09-26,13.0,0.105190729,0.029852316,1,69.44937276,Technical,Yes, Sports , App ,154.69
48561,2.0,2025-02-22,4.0,-0.792761118,0.67591625,12,45.50949211, Technical,Yes,Movies,Community,1147.74
4974,2.0,2025-08-18,3.0,0.940978404,0.427995634,7,20.48057848,Service,No,Security,Email,308.68
47725,54.0,2025-10-01,3.0,-0.313413049,0.518147527,2,26.75715337,Technical,Yes,Movies,Email,121.49 EUR
32691,63.0,2025-06-20,10.0,-0.009459122,0.771948392,17,6.459914928,Technical,No,Movies,Chat,238.79
39460,91.0,2025-02-24,9.0,-0.521818161,0.240091977,19,52.20671751,Technical,No,Movies,Social,2076.52
18924,75.0,2025-09-25,4.0,-0.331027039,0.661778057,19,23.67229254,Service,No,WorkFromHome,Community,947.03
470,2.0,2025-04-18,4.0,0.078516564,0.009811431,2,66.25218535,Technical,No,Kids,Phone,286.05
23561,5.0,2025-06-08,1.0,-0.16081101,0.008039416,5,26.95441891,Technical,No,Movies,Community,290.78
44051,98.0,2025-09-30,2.0,-0.324139392,0.320201931,5,52.30855171,Retention,No,Music,Email,554.88
36207,16.0,2025-04-09,13.0,-0.775189188,0.906561114,11,32.56810142,Billing,Yes,Movies,Chat,756.35
43011,6.0,2025-08-08,9.0,-0.61759704,0.063277788,7,4.451652233,Technical,No,Movies,Social,74.92
14998,59.0,2025-06-02,5.0,-0.191195916,0.481646681,19,35.53792691,Retention,Yes,Movies,Community,1416.71
38719,85.0,2025-09-28,13.0,0.950551301,0.221549052,7,58.87234264,Technical,Yes,Gamer,Chat,868.55
15876,47.0,2025-09-30,3.0,0.333060232,0.476334025,18,24.7788882,Technical,No,Kids,Phone,€ 939.21
28275,92.0,2025-09-27,3.0,-0.173953184,0.361746436,11,35.30605746,Technical,No,Movies,Phone,819.1
20160,0.0,2025-08-01,13.0,0.908159419,0.34914064,0,39.76330218,Technical,YES,Movies,App,10.0
4593,56.0,2025-07-30,10.0,0.371105325,0.669582447,14,65.71402934,Technical,No,Movies,Phone,1926.66
13220,6.0,2025-05-12,9.0,-0.398393511,0.77312393,7,39.1472906,Technical,No,WorkFromHome,Email,580.9
15163,87.0,2025-09-27,12.0,-0.981601694,0.127231815,16,50.49200839,Technical,No,Sports,Email,"1,693.07"
33753,26.0,2025-02-12,3.0,-0.616208931,0.158166683,14,22.87193575,Technical,Yes,Movies,Phone,677.1
48390,23.0,2025-06-15,5.0,0.146480457,0.492215031,16,33.16653946,Technical,Yes,Movies,Phone,1115.55
278,87.0,2025-08-27,6.0,-0.765887162,0.489590678,2,12.79320169,Technical,No,Music,Phone,63.31
29805,5.0,2025-06-16,5.0,0.010945018,0.634810163,4,59.1405922,Technical,Yes,Movies,Phone,502.84
28125,3.0,2025-08-04,12.0,0.32152035,0.097901508,15,57.51304945,Technical,No,Movies,Phone,1807.28
22970,10.0,2025-07-16,11.0,-0.688334447,0.208527937,1,28.05475895,Technical,No,WorkFromHome,Chat,68.45
45723,65.0,2025-10-01,11.0,0.443777063,0.552878999,4,16.31823671,Technical,No,Music,Chat,145.99
23638,1.0,2025-06-24,7.0,0.070129851,0.683239237,13,50.10397179,Technical,Yes,Movies,Chat,1366.98
28010,12.0,2025-07-15,5.0,-0.213701701,0.18726833,15,16.35206533,Technical,No,Movies,Social,521.0
34776,16.0,2025-08-22,4.0,0.730315098,0.431970647,7,11.32234048,Technical,Yes,Music,Phone,175.12
34137,94.0,2025-10-01,7.0,0.271299081,0.842803382,19,2.779440391,Technical,No,Movies,Phone,120.02
38071,8.0,2025-07-31,13.0,-0.954560956,0.441214378,1,6.780461601,Technical,Yes,Movies,Phone,24.13
15537,9.0,2025-08-29,11.0,0.043508367,0.274151463,14,65.39453543,Retention,Yes,International,Phone,1917.34
19831,22.0,2025-09-24,13.0,0.804464558,0.151873814,1,20.70768495,Technical,Yes,Kids,Chat,53.14
32410,26.0,2025-09-16,9.0,0.854132812,0.688435578,19,30.15756648,Service,Yes,Movies,Email,1203.74
25683,54.0,2025-07-23,3.0,0.831403187,0.835155191,0,39.55151076,Outage,no ,Movies,Email,10.0
21896,60.0,2025-07-07,1.0,0.495227874,0.759367927,6,24.62445719,Technical,No,Movies,Email,317.81
36333,35.0,2025-09-16,3.0,-0.501981647,0.939774958,1,54.63584116,Technical,No,Movies,Phone, 123.82 
48803,64.0,2025-10-01,10.0,0.874232098,0.559863812,3,44.29355781,Technical,No,International,Chat,286.83
48877,47.0,2025-07-03,9.0,0.537915129,0.366774301,4,18.36133623,Technical,No,Movies,Community,163.01
4744,52.0,2025-10-01,11.0,0.681666781,0.545893072,11,23.47708022,Technical,Yes,Sports,Email,548.02
11415,0.0,2025-07-17,7.0,0.582896279,0.504870905,14,13.60122856,Other,No,Kids,Email,406.7
48318,82.0,2025-09-25,2.0,-0.886378442,0.887438436,18,49.32116198,Service,No,Movies,Phone,1859.54
9223,387.7037034,2025-10-02,1.0,-0.824781932,0.641817923,10,25.70208782,Other,No,Music,Email,545.46
46775,86.0,2025-09-30,3.0,0.311224799,0.720005554,16,15.57397682,Billing,No,Gamer,Phone,529.13
16487,4.0,2025-07-19,11.0,0.856736496,0.669081732,13,7.964698344,Technical,Yes,Movies,Phone,€ 225.71
13010,9.0,2025-07-15,6.0,0.559331671,0.103026386,3,68.54353404,Technical,No,Movies,Phone,438.4
13185,37.0,2025-09-01,7.0,-0.915543188,0.108517542,19,53.3266577,Technical,No,Kids,Phone,2120.85
31866,31.0,2025-09-17,9.0,0.593916001,0.248676353,8,30.36532204,Technical,No,Kids,Phone,516.09
40405,36.0,2025-09-17,10.0,0.371213194,0.897050761,16,51.7018067,Technical,Yes,Movies,Phone,1733.39
10698,22.0,2025-09-15,8.0,-0.051778326,0.513385566,11,38.50372794,Technical,Yes,Movies,Chat,892.38
15913,14.0,2025-08-03,4.0,-0.877082165,0.385769721,2,11.04962858,Technical,No,Movies,Phone,56.04
15170,9.0,2025-08-08,5.0,-0.084537277,0.117048315,4,42.32259094,Service,No,Movies,Email,362.69
39657,75.0,2025-08-10,4.0,-0.773822279,0.832733138,3,31.59037364,Technical,False,WorkFromHome,Email,207.44
24235,60.0,2025-09-29,7.0,-0.869719561,0.517568586,8,28.68395407,Technical,No,Movies,Phone,488.07
46815,38.0,2025-09-18,6.0,-0.983038612,0.309043038,14,20.94919744,Technical,No,Kids,Chat,621.02
33193,90.0,2025-05-11,1.0,-0.246475595,0.948144917,17,62.32158789,Technical,Yes,International,Chat,2217.22
36139,5.0,2025-05-08,13.0,-0.246238584,0.772501577,16,64.76926108,Technical,Yes,Movies,Email,2168.98
24398,19.0,2025-08-09,1.0,-0.960365263,0.418512075,12,47.51153562,Technical,Yes,Movies,Email, 1197.79 
38404,96.0,2025-10-02,10.0,0.886329364,0.867707759,10,12.66386779,Technical,No,Sports,App,273.83
34274,2.0,2025-07-14,6.0,-0.125211717,0.999477576,19,20.24532843,Technical,No,Movies,Email,811.38
9035,25.0,2025-02-08,4.0,-0.828953211,0.822995578,13,53.298545,Technical,No,Security,Chat,1453.5
34116,2.0,2025-06-08,10.0,-0.709176441,0.498388188,12,27.24514323,Technical,No,Movies,Chat,691.13
45706,40.0,2025-02-06,4.0,-0.796481534,0.524067201,10,63.81301618,Technical,No,Movies,Email,1339.44
5370,31.0,2025-09-16,10.0,0.760527691,0.187399093,9,52.71585973,Retention,No,Kids,Phone,998.42
44452,36.0,2025-09-24,2.0,0.740210357,0.454070037,4,24.01587838,Other,Yes,Movies,Social,210.13
22981,57.0,2025-09-25,11.0,-0.25226527,0.324229648,12,21.5144954,Technical,Yes,Security,Email,547.86
11899,44.0,2025-09-25,8.0,-0.883907196,0.789318924,7,38.63755538,Technical,Yes,Movies,Community,573.46
24760,61.0,2025-10-01,11.0,0.264764704,0.815824652,1,30.40551638,Outage,Yes,Movies,Chat,73.34
8589,52.0,2025-07-18,9.0,0.389334272,0.895531461,6,63.75189105,,No,Movies,Community,806.9
47751,59.0,2025-09-29,14.0,-0.055187527,0.811700117,4,30.16986091,Technical,No,Movies,App,261.42
48531,83.0,2025-09-28,13.0,0.647250504,0.022140996,8,10.75039054,Technical,Yes,International,Phone,189.17
10060,73.0,2025-09-28,3.0,-0.154693646,0.856146599,13,19.55462249,Outage,No,Sports,Chat,539.6 EUR
19747,99.0,2025-10-02,3.0,0.484475612,0.722614834,15,14.10158965,Technical,No,Movies,Email,450.67
